"gene_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","F0hPC1","F0hPC2","F0hPC3","F0hPP1","F0hPP2","F0hPP3"
"ENSMUSG00000000901",5.08062043625905,-2.08822035388501,1.06440866836762,-1.96185959015864,0.049778833633355,0.296127233433106,"Mmp11","matrix metallopeptidase 11",2,1,3.22837540554746,4,3,4
"ENSMUSG00000000902",262.542606563276,0.25346070808663,0.154746159911702,1.63791274840845,0.10143989619092,0.435690220471807,"Smarcb1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",404.336571811124,470.594421154368,292.087443181623,327.827239983483,265.849097416217,240.430728206252
"ENSMUSG00000000903",8.06362794041013,0.335660125375976,0.74548417668081,0.45025788055015,0.652524505583791,0.906317502510619,"Vpreb3","V-set pre-B cell surrogate light chain 3",18,30,11,8,21,8
"ENSMUSG00000000915",562.867876520655,0.474800333386776,0.292092524430167,1.62551347150375,0.104053195737903,0.44177086984619,"Hip1r","huntingtin interacting protein 1 related",843.924077171337,939.335738162657,572.72496790386,447.373082090904,490.639254886684,407.206863142795
"ENSMUSG00000000916",247.868407627357,0.293510399822025,0.333163010760316,0.880981352498289,0.378327913055324,0.765606258994578,"Nsun5","NOL1/NOP2/Sun domain family, member 5",327.290516639251,301.900550255227,239.198446978319,208.478113697127,222.513873699928,175.806404658999
"ENSMUSG00000000934",398.08107087684,0.294854403572875,0.145458090126138,2.02707462553086,0.0426547814288169,0.269118394035996,"Top1mt","DNA topoisomerase 1, mitochondrial",567.625464581964,512.537140364005,460.305263424733,306.766071196558,425.418386897548,318.521642616018
"ENSMUSG00000000948",218.593422666373,0.529235103554198,0.243560960179688,2.17290613062025,0.0297873829725898,0.214624246948527,"Gm38393","predicted gene, 38393",341.612648727964,343.368077651046,368.877831129929,165.789600292552,207.982538073808,241.324875819454
"ENSMUSG00000000957",635.211126700444,0.00670487359457711,0.171535031289197,0.0390874886848805,0.968820635930374,0.99515353248259,"Mmp14","matrix metallopeptidase 14 (membrane-inserted)",915.197295011812,979.072646775802,700.063376125336,795.909870152534,665.823650567239,689.146038642091
"ENSMUSG00000000958",1.83694069040604,-4.88150821175313,5.90212049701111,-0.827077016510452,0.40819341022226,NA,"Slc7a7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",0,0,0,15,0,0
"ENSMUSG00000000959",880.39783754297,-0.483681106786989,0.105343381645192,-4.5914712365707,4.40132307486157e-06,0.000200355415597649,"Oxa1l","oxidase assembly 1-like",881.470312729118,707.256929069094,582.314950936168,844.784323067678,825.100166398212,848.895448834194
"ENSMUSG00000000976",267.157882539658,0.26639578017705,0.188337630668664,1.41445859349113,0.157227296672258,0.534941623354057,"Heatr6","HEAT repeat containing 6",398.945570964802,375.389735128967,324.023697811119,267,263.869802082192,266.989080742122
"ENSMUSG00000000983",2.1169303169055,0.235742091090743,1.40005329393452,0.168380798153936,0.866283713279299,NA,"Wfdc18","WAP four-disulfide core domain 18",3,2,2,1,4,0
"ENSMUSG00000001014",9.94494574855033,-1.33432716633215,0.704942968184742,-1.89281576886724,0.0583823737920896,0.324065888469902,"Icam4","intercellular adhesion molecule 4, Landsteiner-Wiener blood group",8,4.54012104906598,3,9.08030988201029,15,9
"ENSMUSG00000001016",142.079756081051,0.198783626417267,0.31882754372895,0.623483228871413,0.532967019883174,0.856892775931873,"Ilf2","interleukin enhancer binding factor 2",253.865806895439,159.436034575558,140.938286568143,119.782552630396,214.014249302443,69.5362981769423
"ENSMUSG00000001017",1324.32928556372,0.117882892716433,0.0772829490799193,1.5253415419555,0.127173931321804,0.483092332307653,"Chtop","chromatin target of PRMT1",1885,1946,1411,1539,1451,1119
"ENSMUSG00000001018",272.289179342077,0.23874518694633,0.191106010042956,1.24928141659525,0.21156216244105,0.615807808836312,"Snapin","SNAP-associated protein",310.920416877026,342.060800500495,243.470315353932,230.784473358647,173.122408790608,225.180295002303
"ENSMUSG00000001020",58.487675006232,-0.373589133141539,0.282238178918553,-1.32366618355112,0.18561393406947,0.57893295846146,"S100a4","S100 calcium binding protein A4",61,88,39,80,45,73
"ENSMUSG00000001025",180.636038351594,-0.0859453951175634,0.199741446571794,-0.430283231610981,0.666989623361399,0.911284498388889,"S100a6","S100 calcium binding protein A6 (calcyclin)",220.890981834552,264,165.270050872638,207.597456250896,166.708487476963,193.569597456044
"ENSMUSG00000001027",1.01894586381711,-0.00205249017997269,2.2959299515712,-0.000893968990024319,0.99928671604003,NA,"Scn4a","sodium channel, voltage-gated, type IV, alpha",0,0,6,2,1,3
"ENSMUSG00000001029",1.38210327225197,0.602949190261867,3.07081023801254,0.196348567162555,0.844337350045024,NA,"Icam2","intercellular adhesion molecule 2",0,2,0,0,1,0
"ENSMUSG00000001034",22.7083287742574,0.0851565519447376,0.433385945863743,0.196491263174258,0.844225670358704,0.970078377633761,"Mapk7","mitogen-activated protein kinase 7",50,32,13,31,15,24
"ENSMUSG00000001036",126.731971693725,0.363923675681762,0.382914454737534,0.950404643071547,0.341906685662268,0.735871421528598,"Epn2","epsin 2",206,185,127,101,129,131
"ENSMUSG00000001039",5.77347769537774,0.848601854703169,0.833448269434383,1.01818179462904,0.308591569547949,0.709361912842003,"B9d1","B9 protein domain 1",18,4,6,3,3,7
"ENSMUSG00000001052",386.276037942051,-0.0370696282634441,0.175726866857607,-0.210950260061724,0.832926084601552,0.966483971558532,"Sec24b","SEC24 homolog B, COPII coat complex component",381,405,311,382,367,309
"ENSMUSG00000001053",78.2744240875597,0.151801644861081,0.280803175845609,0.540598034206512,0.58878467312314,0.883429218295272,"N4bp3","NEDD4 binding protein 3",145,154,106,133,110,81
"ENSMUSG00000001054",217.269411623006,0.606773153283802,0.187190821614822,3.24146850817475,0.00118915571969944,0.0217968323127326,"Rmnd5b","required for meiotic nuclear division 5 homolog B",426,430,308,224,217,191
"ENSMUSG00000001056",611.563945336654,0.0331329713077122,0.156423405133291,0.211815944547934,0.832250628805028,0.966415894987549,"Nhp2","NHP2 ribonucleoprotein",803,838,536,656,636,452
"ENSMUSG00000001062",340.739447900348,-0.0300407958392448,0.232672205734848,-0.129112094606947,0.897268952000382,0.983772674376556,"Vps9d1","VPS9 domain containing 1",463.786077736143,436.084483565334,352.05423181326,316.078483820919,385.170436092556,352.597403019766
"ENSMUSG00000001065",442.444302229867,0.0271263611098295,0.28198430314829,0.0961981245302303,0.92336322031657,0.988635064743987,"Zfp276","zinc finger protein (C2H2 type) 276",558.970285473933,704.95732483489,638,373.837075943423,689.85523607478,369.991183075593
"ENSMUSG00000001076",5.30796479193169,-0.434743228152056,0.973752248422989,-0.446461847822309,0.655263665808559,0.906810547721388,"C1ql4","complement component 1, q subcomponent-like 4",1,7,1,6,2,2
"ENSMUSG00000001082",48.7928288048881,-0.103456774986823,0.368028586006307,-0.281110704224074,0.77862549129923,0.951402794393561,"Mfsd10","major facilitator superfamily domain containing 10",29,33,44,37,48,32.1529520232203
"ENSMUSG00000001089",327.168359104781,-0.19261898590745,0.191214006054717,-1.00734768274418,0.313767723133606,0.71546761748032,"Luzp1","leucine zipper protein 1",383,455,307,368,339,395
"ENSMUSG00000001095",52.459118391038,-2.29050563022051,0.51445062275103,-4.45233328316722,8.49421864247977e-06,0.00034768973486273,"Slc13a2","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2",15,24,23,56,52,142
"ENSMUSG00000001098",192.775152454774,0.194207053000291,0.191089512732857,1.01631455448731,0.309479619938718,0.710276463596195,"Kctd10","potassium channel tetramerisation domain containing 10",228.931668676402,301,190,185,212,159.586008867971
"ENSMUSG00000001100",1984.04496907668,-0.0911504840224626,0.074580435942534,-1.2221768734725,0.221640747438831,0.627376184064912,"Poldip2","polymerase (DNA-directed), delta interacting protein 2",2498.68580718854,2510.21568939482,1595.29552781396,2132.57865620535,2024,1679
"ENSMUSG00000001103",9.98285669715676,-0.213896581332486,0.852211715400673,-0.250989956447525,0.801821874295816,0.958394042511946,"Sebox","SEBOX homeobox",2,9,13,11,8,6
"ENSMUSG00000001105",895.111026698818,-0.06149594990454,0.153159269630571,-0.401516343430414,0.688040007827979,0.919307093655345,"Ift20","intraflagellar transport 20",1304,1165,816,1156,1069.97769614246,629.664178482217
"ENSMUSG00000001119",33.077641243815,0.508432076723891,0.338809444231152,1.50064316500284,0.133447880518397,0.492795064319297,"Col6a1","collagen, type VI, alpha 1",49,52,40,33,23,27
"ENSMUSG00000001120",20.4923058201199,-1.00898339175458,0.43883741060374,-2.29921918089538,0.0214924963690178,0.173710400695442,"Pcbp3","poly(rC) binding protein 3",16,20,14,26,25,20
"ENSMUSG00000001123",5670.12144918281,-0.000512852085342446,0.0957189752018326,-0.00535789360741742,0.995725039865791,0.999469581093276,"Lgals9","lectin, galactose binding, soluble 9",8470,7467,6230,6605,6049,5872
"ENSMUSG00000001127",1483.48163272756,0.260159287879938,0.136916321833428,1.90013348588525,0.0574156042830553,0.320566453369493,"Araf","Araf proto-oncogene, serine/threonine kinase",1749.85767670403,1894.13077983835,1472.04310512831,1233.76770428287,1209.078546443,1225.64276696528
"ENSMUSG00000001128",23.3609478617133,-0.720542961725959,0.535336861016476,-1.34596179377191,0.178314838441913,0.567398502474671,"Cfp","complement factor properdin",12,19,7,23,9,19
"ENSMUSG00000001131",12.0992091532624,0.240719672386495,0.551539783769006,0.436450242521966,0.662510092774788,0.909901176155188,"Timp1","tissue inhibitor of metalloproteinase 1",8,23,9,9,6,13
"ENSMUSG00000001134",237.031791204797,-0.041006901207285,0.211722349817487,-0.193682439490373,0.846424542727281,0.970769658720345,"Uxt","ubiquitously expressed prefoldin like chaperone",296.651842162543,239.970751181591,178,229.981965825631,225,148
"ENSMUSG00000001138",234.006850824613,-0.34944452554751,0.309210906229373,-1.13011707707454,0.258426894847213,0.664057093171809,"Cnnm3","cyclin M3",198.334030877396,198.390821547987,152.208676513614,163.694274305054,131.040666524825,156.160598802448
"ENSMUSG00000001143",340.783814977889,-0.0716075743095661,0.206476789585922,-0.346806895114804,0.728736396713913,0.933275202394552,"Lman2l","lectin, mannose-binding 2-like",521.961752939744,444.947857495141,341.378410276529,500.245831940504,278.116321781733,270.275423785008
"ENSMUSG00000001150",514.092679363568,0.0260773511232055,0.135999906343642,0.191745360892484,0.847941672335456,0.971206677269479,"Mcm3ap","minichromosome maintenance complex component 3 associated protein",729.594553511171,742.784494883506,514.131462416084,615.010678500805,455.463826017879,550.456613515979
"ENSMUSG00000001151",25.406181326338,-2.85033354745741,2.92121521113984,-0.975735555733062,0.329195527606535,0.726976123019895,"Pcnt","pericentrin (kendrin)",17.1423702111487,0,7.45741451727508e-08,15.0366159906024,0,72.5318241362141
"ENSMUSG00000001155",6927.80192517772,-1.47809084061054,0.337320559564127,-4.38185814265362,1.17671418659172e-05,0.000455132582779129,"Ftcd","formiminotransferase cyclodeaminase",3672.96010864868,3924.99433380415,3086,7664,8938.98722936807,7745
"ENSMUSG00000001156",83.7229527170819,-0.145647369335368,0.329073931227431,-0.442597712897249,0.658056739356497,0.908261155619185,"Mxd1","MAX dimerization protein 1",70,35.4476686060307,35,59,36.7025073287254,34
"ENSMUSG00000001157",245.989367841217,0.0494267485365502,0.168443807880462,0.293431674090546,0.769192217980661,0.948481244078811,"Gmcl1","germ cell-less, spermatogenesis associated 1",286.00953973356,324.042777972555,176.002898115937,290.017868805929,167,193
"ENSMUSG00000001158",186.38735272017,-0.0440800871816943,0.164140040433812,-0.268551701737087,0.788274683622146,0.954491184576826,"Snrnp27","small nuclear ribonucleoprotein 27 (U4/U6.U5)",252,204,176,224,167,133
"ENSMUSG00000001166",10.541529364123,-0.998343937861223,0.759596423147917,-1.31430837144268,0.18874245122898,0.583950676837354,"Oas1c","2'-5' oligoadenylate synthetase 1C",15,15,4,10,13,23
"ENSMUSG00000001173",90.1058247718408,0.0908220440845662,0.223235218058916,0.406844604871426,0.684122123753624,0.918474700069481,"Ocrl","OCRL, inositol polyphosphate-5-phosphatase",102.190970495487,136.350453142818,79.2530915994955,78,103,107
"ENSMUSG00000001175",4136.64130131413,-0.127970706812296,0.109885666915492,-1.16458051722717,0.24418883387745,0.650831012614495,"Calm1","calmodulin 1",5464,6107,4323,5283,4861,4451
"ENSMUSG00000001211",5657.1296079139,0.0491668252935299,0.118005930005635,0.416647072661368,0.676936572971262,0.915076138676696,"Agpat3","1-acylglycerol-3-phosphate O-acyltransferase 3",5896.64091001385,6159.12590778684,4292.41223341352,5644.67264876771,4174.91071669724,3814.38413096146
"ENSMUSG00000001225",4.64183180357494,-0.333718405806173,1.03738575287124,-0.321691718709765,0.747686252157518,0.940705765490281,"Slc26a3","solute carrier family 26, member 3",2.00690816556852,2.99060349324698,2.54726134768195,7.07772290685697,3.52701972730155,2
"ENSMUSG00000001227",86.7354037581776,-0.53270364942748,0.310723087495506,-1.71439996210512,0.086455295492335,0.403095549633025,"Sema6b","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",52,51,38,59,56,52
"ENSMUSG00000001228",14.8528444380369,-0.64798589991472,0.517303071332424,-1.252623337893,0.210342817396811,0.61351058112693,"Uhrf1","ubiquitin-like, containing PHD and RING finger domains, 1",17,15,11,12,20,19
"ENSMUSG00000001229",758.391933468618,0.0132493793646423,0.187746559011902,0.0705705576409648,0.943739543570066,0.990481249322216,"Dpp9","dipeptidylpeptidase 9",1048.45983850017,1052.5419546438,799.619596893396,842.459336476824,688.591864123058,856.635211290287
"ENSMUSG00000001240",4.35867563952715,0.177885343271311,1.32770780784766,0.13397928536677,0.893418954620624,0.982812807950401,"Ramp2","receptor (calcitonin) activity modifying protein 2",3.33934114470993,3,0,1,0,3.33727695206608
"ENSMUSG00000001247",3841.4074565432,-0.342308523049583,0.196357500128484,-1.74329232560812,0.081282565220842,0.387092987261569,"Lsr","lipolysis stimulated lipoprotein receptor",5261,6050,4256,4645,5795,5776
"ENSMUSG00000001248",94.2291223115266,-0.458748056268826,0.321037097710107,-1.42895652727048,0.153016728741891,0.527600645211105,"Gramd1a","GRAM domain containing 1A",60.8256035325628,98.6235078835258,48.4619082216145,77.6663219565024,72.8014690846216,83.0435974055545
"ENSMUSG00000001249",8492.3044548381,0.00724628346476555,0.112333528122846,0.0645068626068713,0.948566642924413,0.990856503405061,"Hpn","hepsin",7726,9126,6070,5634,6762,6050
"ENSMUSG00000001270",22.5935266727092,-0.630284644947299,0.480959656065746,-1.31047300329311,0.190035871211421,0.585779317497159,"Ckb","creatine kinase, brain",22.8056608491776,20.9171621356035,28,37.8585016050984,30.2256103518261,27.6855600430891
"ENSMUSG00000001280",613.032956208939,0.322664047080856,0.202746715667719,1.59146374341111,0.111505248722664,0.453255261304916,"Sp1","trans-acting transcription factor 1",776,832,503,683,497,471
"ENSMUSG00000001281",2.34320106864695,-0.219624952546848,1.18258820322337,-0.18571549415783,0.85266787712008,NA,"Itgb7","integrin beta 7",10,1,1,3.5842801752341,1,6
"ENSMUSG00000001285",268.925921749939,-0.0232373478557869,0.186962319137135,-0.124288936738865,0.901086506583677,0.984879547729903,"Myg1","melanocyte proliferating gene 1",365.322200674832,367.377954060974,234,269.436649316585,300,235.682155260839
"ENSMUSG00000001288",46.6335910541334,-1.24587886682271,0.454795233027022,-2.73942815655828,0.0061546164433257,0.0746610925633983,"Rarg","retinoic acid receptor, gamma",41,48,31,46,80,71
"ENSMUSG00000001289",830.023385465148,0.126568127196254,0.1965961514369,0.643797583376788,0.519706701054663,0.851961451950053,"Pfdn5","prefoldin 5",1143.67779932517,984.622045939026,713.864446575361,948.563350683415,801.958892924121,515.317844739162
"ENSMUSG00000001300",32.0310475337216,-0.457072727118106,0.392929496555609,-1.16324361272129,0.244730676273333,0.651629059136281,"Efnb2","ephrin B2",41,32,29,51,30.8795987953615,38
"ENSMUSG00000001305",255.947202253801,0.0706335150171315,0.155414543264924,0.454484590265968,0.649480080631778,0.905657907296995,"Rrp15","ribosomal RNA processing 15 homolog",307.000874700349,371.000076221453,332.30442387928,264.000490377858,279.000078625042,263
"ENSMUSG00000001313",421.475401547789,-0.300543797051122,0.261311436222905,-1.15013640962407,0.250087692303019,0.65511781823547,"Rnd2","Rho family GTPase 2",435.005957270952,520.017844818162,604.052013501415,421.016509121994,626.010101108564,586.039909114351
"ENSMUSG00000001323",2130.6963753046,0.280872453741887,0.108997586342641,2.57686856348311,0.0099699853341298,0.10345216508447,"Srr","serine racemase",2957.44251009936,2680.57775073032,1904.84055704724,2301.34929564265,1779.49607475299,1511.31858293611
"ENSMUSG00000001333",2.76172933548121,1.75512039871006,1.19030699498895,1.47451069858357,0.140344139298582,NA,"Sync","syncoilin",3.02616793627788,3.02344365912732,9.14069463385033,1.01252440123702,2.0159399291914,1.00516564284028
"ENSMUSG00000001334",13.2474060903725,-0.90180026494718,0.487383949702365,-1.85028716168821,0.0642721720417125,0.342403461150089,"Fndc5","fibronectin type III domain containing 5",16.0049060524194,18.0026557426768,9.00273071297442,18.0017695114117,31.0054892315733,17.0181270956578
