From,To
Q8BZM1,ENSMUSG00000029276.14
Q8BZQ7,ENSMUSG00000026965.13
Q8BZR9,ENSMUSG00000020783.15
Q8BZS9,ENSMUSG00000030986.14
Q8BZW8,ENSMUSG00000025078.10
Q8BZX4,ENSMUSG00000032621.9
Q8BZZ3,ENSMUSG00000041058.16
Q8C025,ENSMUSG00000060002.15
Q8C052,ENSMUSG00000019261.4
Q8C079,ENSMUSG00000014601.14
Q8C0C0,ENSMUSG00000071757.11
Q8C0C7,ENSMUSG00000003808.19
Q8C0D4,ENSMUSG00000041225.17
Q8C0D5,ENSMUSG00000038563.15
Q8C0E2,ENSMUSG00000031988.11
Q8C0J2,ENSMUSG00000026289.16
Q8C0J6,ENSMUSG00000098188.2
Q8C0K5,ENSMUSG00000071253.9
Q8C0L0,ENSMUSG00000034723.12
Q8C0L8,ENSMUSG00000035933.6
Q8C0L9,ENSMUSG00000027346.16
Q8C0M0,ENSMUSG00000031959.16
Q8C0M9,ENSMUSG00000024654.9
Q8C0N2,ENSMUSG00000029314.15
Q8C0Q2,ENSMUSG00000035877.18
Q8C0S1,ENSMUSG00000032396.18
Q8C0V0,ENSMUSG00000041997.17
Q8C0Z1,ENSMUSG00000024187.16
Q8C129,ENSMUSG00000023845.8
Q8C138,ENSMUSG00000058022.16
Q8C142,ENSMUSG00000037295.8
Q8C163,ENSMUSG00000042787.16
Q8C165,ENSMUSG00000042251.13
Q8C166,ENSMUSG00000074643.13
Q8C167,ENSMUSG00000024127.16
Q8C172,ENSMUSG00000027035.11
Q8C180,ENSMUSG00000020170.5
Q8C181,ENSMUSG00000022139.18
Q8C196,ENSMUSG00000025991.9
Q8C1A9,ENSMUSG00000037818.18
Q8C1B7,ENSMUSG00000058013.12
Q8C1D8,ENSMUSG00000024384.5
Q8C1E7,ENSMUSG00000039886.9
Q8C1Q6,ENSMUSG00000058351.12
Q8C1Y8,ENSMUSG00000029617.11
Q8C2E4,ENSMUSG00000029624.11
Q8C2E7,ENSMUSG00000022350.8
Q8C2P3,ENSMUSG00000025155.16
Q8C2Q3,ENSMUSG00000006456.11
Q8C3F2,ENSMUSG00000025262.9
Q8C3Q9,ENSMUSG00000028914.14
Q8C3R1,ENSMUSG00000000148.18
Q8C3W1,ENSMUSG00000031983.8
Q8C3X4,ENSMUSG00000029208.17
Q8C3X8,ENSMUSG00000022614.9
Q8C407,ENSMUSG00000024072.10
Q8C460,ENSMUSG00000033423.17
Q8C4B4,ENSMUSG00000046562.6
Q8C4J7,ENSMUSG00000040688.17
Q8C4X2,ENSMUSG00000073563.4
Q8C4Y3,ENSMUSG00000013465.20
Q8C522,ENSMUSG00000037419.10
Q8C547,ENSMUSG00000039414.11
Q8C561,ENSMUSG00000039704.9
Q8C570,ENSMUSG00000027509.12
Q8C5H8,ENSMUSG00000022253.18
Q8C5L3,ENSMUSG00000020166.16
Q8C5L6,ENSMUSG00000006127.10
Q8C5N3,ENSMUSG00000027014.15
Q8C5P5,ENSMUSG00000039480.15
Q8C5P7,ENSMUSG00000050052.13
Q8C5Q4,ENSMUSG00000044221.15
Q8C5R2,ENSMUSG00000045319.14
Q8C5W0,ENSMUSG00000021097.16
Q8C5W3,ENSMUSG00000037287.16
Q8C6B9,ENSMUSG00000051518.9
Q8C6G8,ENSMUSG00000038733.15
Q8C6I2,ENSMUSG00000024668.9
Q8C729,ENSMUSG00000038174.15
Q8C754,ENSMUSG00000024319.19
Q8C767,ENSMUSG00000046794.10
Q8C7D2,ENSMUSG00000005362.15
Q8C7E7,ENSMUSG00000047963.8
Q8C7E9,ENSMUSG00000053536.8
Q8C7G5,ENSMUSG00000032079.13
Q8C7H1,ENSMUSG00000037022.4
Q8C7Q4,ENSMUSG00000094936.9
Q8C7R4,ENSMUSG00000035898.14
Q8C7V3,ENSMUSG00000041747.4
Q8C7V8,ENSMUSG00000068114.8
Q8C7X2,ENSMUSG00000078517.14
Q8C854,ENSMUSG00000049230.9
Q8C854,ENSMUSG00000027201.17
Q8C863,ENSMUSG00000027598.17
Q8C878,ENSMUSG00000030061.17
Q8C8U0,ENSMUSG00000016487.16
Q8C9B9,ENSMUSG00000038914.16
Q8CAK1,ENSMUSG00000049287.6
Q8CAK3,ENSMUSG00000038884.15
Q8CAQ8,ENSMUSG00000052337.16
Q8CAS9,ENSMUSG00000022906.16
Q8CAY6,ENSMUSG00000023832.15
Q8CB77,ENSMUSG00000028668.6
Q8CBC4,ENSMUSG00000038949.9
Q8CBE3,ENSMUSG00000021147.18
Q8CBG9,ENSMUSG00000013878.19
Q8CBQ5,ENSMUSG00000029186.13
Q8CBR6,ENSMUSG00000049580.13
Q8CBW3,ENSMUSG00000058835.15
Q8CBY0,ENSMUSG00000029536.9
Q8CBY3,ENSMUSG00000035545.14
Q8CBY8,ENSMUSG00000024603.9
Q8CC21,ENSMUSG00000042298.19
Q8CC86,ENSMUSG00000022574.8
Q8CC88,ENSMUSG00000058997.9
Q8CCB4,ENSMUSG00000017288.16
Q8CCF0,ENSMUSG00000008373.17
Q8CCH2,ENSMUSG00000042997.14
Q8CCJ3,ENSMUSG00000040359.15
Q8CCN5,ENSMUSG00000059439.16
Q8CCP0,ENSMUSG00000020982.10
Q8CCS6,ENSMUSG00000022194.16
Q8CD10,ENSMUSG00000021973.10
Q8CD15,ENSMUSG00000022724.16
Q8CD26,ENSMUSG00000019731.14
Q8CD92,ENSMUSG00000024078.8
Q8CDA1,ENSMUSG00000042105.19
Q8CDM8,ENSMUSG00000033478.7
Q8CDN6,ENSMUSG00000024583.4
Q8CE08,ENSMUSG00000032561.16
Q8CE64,ENSMUSG00000001065.16
Q8CE96,ENSMUSG00000037376.15
Q8CEC0,ENSMUSG00000040667.12
Q8CEC5,ENSMUSG00000021772.16
Q8CEC6,ENSMUSG00000021713.10
Q8CEE7,ENSMUSG00000008435.16
Q8CEI1,ENSMUSG00000045160.15
Q8CES0,ENSMUSG00000036282.16
Q8CFA2,ENSMUSG00000032607.13
Q8CFD4,ENSMUSG00000029560.13
Q8CFE3,ENSMUSG00000037896.18
Q8CFE4,ENSMUSG00000069539.12
Q8CFI0,ENSMUSG00000024589.19
Q8CFI5,ENSMUSG00000043572.8
Q8CFI7,ENSMUSG00000029250.6
Q8CFJ7,ENSMUSG00000024818.16
Q8CFJ9,ENSMUSG00000025737.6
Q8CFQ3,ENSMUSG00000040383.17
Q8CFV4,ENSMUSG00000039114.17
Q8CFV9,ENSMUSG00000024712.10
Q8CFX1,ENSMUSG00000028980.15
Q8CG16,ENSMUSG00000055172.11
Q8CG50,ENSMUSG00000030055.17
Q8CG72,ENSMUSG00000042558.17
Q8CG76,ENSMUSG00000028743.8
Q8CGA0,ENSMUSG00000026181.14
Q8CGB6,ENSMUSG00000037003.17
Q8CGC4,ENSMUSG00000039108.15
Q8CGC6,ENSMUSG00000029701.16
Q8CGC7,ENSMUSG00000026615.15
Q8CGF1,ENSMUSG00000039831.17
Q8CGF5,ENSMUSG00000028132.16
Q8CGF7,ENSMUSG00000024498.17
Q8CGK3,ENSMUSG00000041168.11
Q8CGR7,ENSMUSG00000026839.18
Q8CGY8,ENSMUSG00000034160.14
Q8CH02,ENSMUSG00000011306.8
Q8CH18,ENSMUSG00000020074.8
Q8CH25,ENSMUSG00000032212.11
Q8CH72,ENSMUSG00000051675.14
Q8CHG3,ENSMUSG00000038039.14
Q8CHG5,ENSMUSG00000042350.14
Q8CHI8,ENSMUSG00000029505.19
Q8CHK3,ENSMUSG00000035596.15
Q8CHP5,ENSMUSG00000064030.16
Q8CHP8,ENSMUSG00000043445.8
Q8CHQ0,ENSMUSG00000022184.9
Q8CHQ9,ENSMUSG00000033634.8
Q8CHR6,ENSMUSG00000033308.17
Q8CHS2,ENSMUSG00000038009.8
Q8CHS8,ENSMUSG00000031600.12
Q8CHT0,ENSMUSG00000028737.16
Q8CHT1,ENSMUSG00000026259.15
Q8CHT3,ENSMUSG00000071652.9
Q8CHU3,ENSMUSG00000001036.18
Q8CHW4,ENSMUSG00000003235.14
Q8CHY3,ENSMUSG00000035765.11
Q8CHY6,ENSMUSG00000036180.16
Q8CI08,ENSMUSG00000036087.19
Q8CI11,ENSMUSG00000042354.8
Q8CI32,ENSMUSG00000049792.7
Q8CI33,ENSMUSG00000025200.8
Q8CI51,ENSMUSG00000028273.17
Q8CI71,ENSMUSG00000001376.18
Q8CI75,ENSMUSG00000053333.16
Q8CI78,ENSMUSG00000019763.12
Q8CI94,ENSMUSG00000033059.8
Q8CIB5,ENSMUSG00000037712.18
Q8CIB6,ENSMUSG00000027341.11
Q8CID3,ENSMUSG00000020614.14
Q8CIE4,ENSMUSG00000063268.13
Q8CIE6,ENSMUSG00000026553.18
Q8CIF6,ENSMUSG00000034908.17
Q8CIG3,ENSMUSG00000038080.18
Q8CII2,ENSMUSG00000039128.14
Q8CIM3,ENSMUSG00000073609.10
Q8CIM8,ENSMUSG00000025133.10
Q8CIN4,ENSMUSG00000022781.9
Q8CIV2,ENSMUSG00000013858.15
Q8CIV8,ENSMUSG00000039233.13
Q8CIW5,ENSMUSG00000025209.6
Q8CJ19,ENSMUSG00000051586.18
Q8CJ53,ENSMUSG00000019487.12
Q8CJ61,ENSMUSG00000096188.2
Q8CJF7,ENSMUSG00000026491.14
Q8CJF9,ENSMUSG00000028842.16
Q8CJG0,ENSMUSG00000036698.12
Q8CJG1,ENSMUSG00000041530.18
Q8CJH3,ENSMUSG00000053646.14
Q8JZK9,ENSMUSG00000093930.3
Q8JZL3,ENSMUSG00000045691.15
Q8JZM0,ENSMUSG00000036983.8
Q8JZM7,ENSMUSG00000026361.10
Q8JZN5,ENSMUSG00000027710.15
Q8JZN7,ENSMUSG00000025733.18
Q8JZQ2,ENSMUSG00000024527.11
Q8JZQ9,ENSMUSG00000056076.14
Q8JZR0,ENSMUSG00000024981.7
Q8JZS0,ENSMUSG00000019906.16
Q8JZU0,ENSMUSG00000021809.11
Q8JZU2,ENSMUSG00000003528.16
Q8JZV7,ENSMUSG00000036820.13
Q8JZV9,ENSMUSG00000028167.16
Q8JZX4,ENSMUSG00000037197.12
Q8JZY4,ENSMUSG00000021023.15
Q8JZZ0,ENSMUSG00000049152.12
Q8JZZ6,ENSMUSG00000041915.10
Q8K003,ENSMUSG00000091537.3
Q8K010,ENSMUSG00000022562.16
Q8K013,ENSMUSG00000040464.16
Q8K019,ENSMUSG00000037608.17
Q8K021,ENSMUSG00000021687.15
Q8K023,ENSMUSG00000021214.15
Q8K0C4,ENSMUSG00000001467.6
Q8K0C9,ENSMUSG00000038372.15
Q8K0D5,ENSMUSG00000027774.17
Q8K0E8,ENSMUSG00000033831.6
Q8K0G5,ENSMUSG00000036613.9
Q8K0G8,ENSMUSG00000084128.11
Q8K0H1,ENSMUSG00000010122.15
Q8K0H5,ENSMUSG00000043866.12
Q8K0L2,ENSMUSG00000036813.12
Q8K0L3,ENSMUSG00000030945.18
Q8K0L9,ENSMUSG00000022708.17
Q8K0P3,ENSMUSG00000034105.10
Q8K0R6,ENSMUSG00000046811.4
Q8K0V4,ENSMUSG00000035632.17
Q8K0Z7,ENSMUSG00000001983.8
Q8K114,ENSMUSG00000021975.10
Q8K126,ENSMUSG00000022022.4
Q8K157,ENSMUSG00000035473.11
Q8K182,ENSMUSG00000035031.16
Q8K183,ENSMUSG00000032788.16
Q8K190,ENSMUSG00000045107.6
Q8K194,ENSMUSG00000001158.14
Q8K199,ENSMUSG00000014633.16
Q8K1A0,ENSMUSG00000051730.16
Q8K1A5,ENSMUSG00000047554.15
Q8K1C0,ENSMUSG00000026634.17
Q8K1C9,ENSMUSG00000028703.15
Q8K1E0,ENSMUSG00000010110.18
Q8K1E6,ENSMUSG00000040174.15
Q8K1H1,ENSMUSG00000035517.18
Q8K1J6,ENSMUSG00000013736.17
Q8K1M6,ENSMUSG00000022789.16
Q8K1N1,ENSMUSG00000036257.16
Q8K1N2,ENSMUSG00000033149.18
Q8K1R3,ENSMUSG00000020464.16
Q8K1R7,ENSMUSG00000034290.10
Q8K1Y2,ENSMUSG00000024070.16
Q8K1Z0,ENSMUSG00000031782.16
Q8K201,ENSMUSG00000036275.14
Q8K202,ENSMUSG00000028318.15
Q8K211,ENSMUSG00000066150.13
Q8K215,ENSMUSG00000046573.8
Q8K224,ENSMUSG00000027185.16
Q8K245,ENSMUSG00000035354.10
Q8K268,ENSMUSG00000003234.17
Q8K273,ENSMUSG00000061273.4
Q8K274,ENSMUSG00000039253.8
Q8K284,ENSMUSG00000032777.10
Q8K296,ENSMUSG00000034354.19
Q8K297,ENSMUSG00000034807.10
Q8K2A7,ENSMUSG00000031864.17
Q8K2A8,ENSMUSG00000033809.16
Q8K2B3,ENSMUSG00000021577.15
Q8K2C6,ENSMUSG00000054021.7
Q8K2C7,ENSMUSG00000040462.14
Q8K2C8,ENSMUSG00000031545.7
Q8K2C9,ENSMUSG00000033629.7
Q8K2D3,ENSMUSG00000038957.14
Q8K2F0,ENSMUSG00000026918.17
Q8K2F8,ENSMUSG00000066568.13
Q8K2H2,ENSMUSG00000040550.18
Q8K2I1,ENSMUSG00000033373.17
Q8K2I3,ENSMUSG00000040170.14
Q8K2K6,ENSMUSG00000026159.14
Q8K2L8,ENSMUSG00000020628.17
Q8K2M0,ENSMUSG00000020775.14
Q8K2Q0,ENSMUSG00000027163.14
Q8K2Q7,ENSMUSG00000046836.14
Q8K2Q9,ENSMUSG00000041362.18
Q8K2T1,ENSMUSG00000063445.15
Q8K2T4,ENSMUSG00000071654.7
Q8K2T8,ENSMUSG00000003437.15
Q8K2V6,ENSMUSG00000042590.18
Q8K2W3,ENSMUSG00000022498.17
Q8K2Y7,ENSMUSG00000037531.9
Q8K2Y9,ENSMUSG00000000378.16
Q8K301,ENSMUSG00000020677.8
Q8K304,ENSMUSG00000019295.9
Q8K310,ENSMUSG00000037236.17
Q8K327,ENSMUSG00000047710.9
Q8K337,ENSMUSG00000028894.19
Q8K358,ENSMUSG00000038383.17
Q8K363,ENSMUSG00000001674.12
Q8K370,ENSMUSG00000029456.13
Q8K382,ENSMUSG00000035392.18
Q8K387,ENSMUSG00000040455.18
Q8K394,ENSMUSG00000038910.8
Q8K3A9,ENSMUSG00000029726.17
Q8K3G5,ENSMUSG00000002205.17
Q8K3G9,ENSMUSG00000020263.15
Q8K3H0,ENSMUSG00000040760.12
Q8K3J1,ENSMUSG00000059734.8
Q8K3K7,ENSMUSG00000026922.14
Q8K3K8,ENSMUSG00000026672.12
Q8K3P5,ENSMUSG00000020362.14
Q8K3W0,ENSMUSG00000052139.19
Q8K3W3,ENSMUSG00000078676.10
Q8K3X4,ENSMUSG00000034168.8
Q8K3Z9,ENSMUSG00000053293.10
Q8K400,ENSMUSG00000019790.18
Q8K411,ENSMUSG00000021193.11
Q8K440,ENSMUSG00000020620.15
Q8K441,ENSMUSG00000044749.14
Q8K4B0,ENSMUSG00000021144.15
Q8K4D3,ENSMUSG00000020261.16
Q8K4F5,ENSMUSG00000040532.15
Q8K4F6,ENSMUSG00000000916.16
Q8K4G5,ENSMUSG00000025085.17
Q8K4H1,ENSMUSG00000017718.16
Q8K4K6,ENSMUSG00000033610.17
Q8K4L0,ENSMUSG00000029599.14
Q8K4L3,ENSMUSG00000024236.19
Q8K4M5,ENSMUSG00000051355.19
Q8K4P0,ENSMUSG00000024400.17
Q8K4R4,ENSMUSG00000040430.19
Q8K4T3,ENSMUSG00000026027.14
Q8K4Z3,ENSMUSG00000028070.8
Q8K4Z5,ENSMUSG00000002129.12
Q8N7N5,ENSMUSG00000026554.16
Q8N9S3,ENSMUSG00000020288.14
Q8QZR1,ENSMUSG00000001670.14
Q8QZR3,ENSMUSG00000055730.17
Q8QZR5,ENSMUSG00000022546.6
Q8QZS1,ENSMUSG00000041426.13
Q8QZT1,ENSMUSG00000032047.6
Q8QZV7,ENSMUSG00000040250.15
Q8QZY1,ENSMUSG00000033047.6
Q8QZY6,ENSMUSG00000037824.7
Q8QZY9,ENSMUSG00000068856.4
Q8QZZ7,ENSMUSG00000054226.14
Q8R001,ENSMUSG00000024277.15
Q8R010,ENSMUSG00000029610.14
Q8R015,ENSMUSG00000038982.11
Q8R016,ENSMUSG00000020840.11
Q8R035,ENSMUSG00000018858.16
Q8R050,ENSMUSG00000062203.16
Q8R059,ENSMUSG00000028671.17
Q8R079,ENSMUSG00000022684.16
Q8R081,ENSMUSG00000015165.17
Q8R086,ENSMUSG00000049858.9
Q8R0A0,ENSMUSG00000067995.5
Q8R0F3,ENSMUSG00000030101.16
Q8R0F6,ENSMUSG00000026309.15
Q8R0F9,ENSMUSG00000019368.14
Q8R0G7,ENSMUSG00000030741.16
Q8R0G9,ENSMUSG00000039509.9
Q8R0H9,ENSMUSG00000033128.10
Q8R0J4,ENSMUSG00000024845.20
Q8R0J7,ENSMUSG00000066278.7
Q8R0J8,ENSMUSG00000050002.15
Q8R0N6,ENSMUSG00000025911.15
Q8R0S1,ENSMUSG00000099083.8
Q8R0S2,ENSMUSG00000034312.16
Q8R0V5,ENSMUSG00000031549.17
Q8R0X2,ENSMUSG00000033417.17
Q8R0X7,ENSMUSG00000020097.15
Q8R0Y6,ENSMUSG00000030088.16
Q8R0Y8,ENSMUSG00000002346.18
Q8R0Z5,ENSMUSG00000040414.9
Q8R104,ENSMUSG00000025486.18
Q8R105,ENSMUSG00000048832.10
Q8R115,ENSMUSG00000043085.15
Q8R121,ENSMUSG00000061947.11
Q8R123,ENSMUSG00000042642.14
Q8R127,ENSMUSG00000038936.14
Q8R143,ENSMUSG00000009291.14
Q8R146,ENSMUSG00000032590.15
Q8R151,ENSMUSG00000039501.15
Q8R164,ENSMUSG00000038286.12
Q8R180,ENSMUSG00000021831.10
Q8R1B4,ENSMUSG00000030738.12
Q8R1F9,ENSMUSG00000021418.16
Q8R1G2,ENSMUSG00000022235.16
Q8R1I1,ENSMUSG00000059534.9
Q8R1J9,ENSMUSG00000009563.17
Q8R1K1,ENSMUSG00000041765.7
Q8R1K4,ENSMUSG00000020359.14
Q8R1M2,ENSMUSG00000060032.7
Q8R1N0,ENSMUSG00000046010.8
Q8R1Q8,ENSMUSG00000032435.10
Q8R1Q9,ENSMUSG00000029136.10
Q8R1R3,ENSMUSG00000027367.17
Q8R1S0,ENSMUSG00000021235.14
Q8R1S9,ENSMUSG00000022464.15
Q8R1T1,ENSMUSG00000034190.10
Q8R1T4,ENSMUSG00000027957.14
Q8R1U1,ENSMUSG00000031753.17
Q8R1V4,ENSMUSG00000004394.13
Q8R1X6,ENSMUSG00000036580.16
Q8R1Z9,ENSMUSG00000070426.13
Q8R216,ENSMUSG00000029524.17
Q8R238,ENSMUSG00000029596.14
Q8R242,ENSMUSG00000028189.13
Q8R2E9,ENSMUSG00000057069.8
Q8R2K1,ENSMUSG00000025466.20
Q8R2L5,ENSMUSG00000016833.15
Q8R2M2,ENSMUSG00000039756.13
Q8R2N2,ENSMUSG00000041438.9
Q8R2P1,ENSMUSG00000055652.15
Q8R2Q4,ENSMUSG00000021666.17
Q8R2Q8,ENSMUSG00000046718.9
Q8R2R1,ENSMUSG00000039254.17
Q8R2R6,ENSMUSG00000039018.16
Q8R2S9,ENSMUSG00000015971.6
Q8R2T8,ENSMUSG00000026816.15
Q8R2U0,ENSMUSG00000079614.5
Q8R2U4,ENSMUSG00000026857.10
Q8R2U6,ENSMUSG00000020029.7
Q8R2V5,ENSMUSG00000020709.16
Q8R2W9,ENSMUSG00000018846.9
Q8R2Y0,ENSMUSG00000025277.15
Q8R2Y3,ENSMUSG00000075419.5
Q8R2Y8,ENSMUSG00000072582.10
Q8R2Y9,ENSMUSG00000025374.14
Q8R307,ENSMUSG00000034216.13
Q8R310,ENSMUSG00000020023.19
Q8R317,ENSMUSG00000005312.16
Q8R322,ENSMUSG00000019715.15
Q8R323,ENSMUSG00000033970.16
Q8R326,ENSMUSG00000021938.13
Q8R332,ENSMUSG00000114797.2
Q8R332,ENSMUSG00000063895.8
Q8R344,ENSMUSG00000019659.9
Q8R349,ENSMUSG00000038416.16
Q8R3C0,ENSMUSG00000048170.15
Q8R3C6,ENSMUSG00000029594.13
Q8R3D1,ENSMUSG00000039678.13
Q8R3F5,ENSMUSG00000048755.10
Q8R3F9,ENSMUSG00000071645.7
Q8R3G1,ENSMUSG00000028882.14
Q8R3H7,ENSMUSG00000040151.10
Q8R3H9,ENSMUSG00000025413.14
Q8R3K3,ENSMUSG00000021650.8
Q8R3L2,ENSMUSG00000001472.18
Q8R3N1,ENSMUSG00000036693.13
Q8R3N6,ENSMUSG00000024287.9
Q8R3P0,ENSMUSG00000020774.10
Q8R3P6,ENSMUSG00000034263.14
Q8R3Q0,ENSMUSG00000031532.8
Q8R3Q6,ENSMUSG00000075229.12
Q8R3R8,ENSMUSG00000030161.9
Q8R3S6,ENSMUSG00000036435.14
Q8R3V5,ENSMUSG00000026860.17
Q8R404,ENSMUSG00000049760.7
Q8R409,ENSMUSG00000048878.7
Q8R420,ENSMUSG00000024130.17
Q8R480,ENSMUSG00000020739.12
Q8R4D1,ENSMUSG00000039463.16
Q8R4G6,ENSMUSG00000036155.14
Q8R4H2,ENSMUSG00000059495.15
Q8R4H7,ENSMUSG00000048217.12
Q8R4K2,ENSMUSG00000059883.17
Q8R4N0,ENSMUSG00000025545.11
Q8R4R6,ENSMUSG00000026999.15
Q8R4U6,ENSMUSG00000000934.10
Q8R4U7,ENSMUSG00000001089.15
Q8R4X3,ENSMUSG00000089824.11
Q8R519,ENSMUSG00000026348.8
Q8R570,ENSMUSG00000009894.16
Q8R574,ENSMUSG00000020528.15
Q8R5C5,ENSMUSG00000037351.10
Q8R5F3,ENSMUSG00000040771.15
Q8R5F7,ENSMUSG00000026896.15
Q8R5H1,ENSMUSG00000020124.11
Q8R5J9,ENSMUSG00000035199.7
Q8R5K2,ENSMUSG00000025437.16
Q8R5K4,ENSMUSG00000028430.15
Q8R5L3,ENSMUSG00000027291.16
Q8R5M8,ENSMUSG00000032076.21
Q8VBT0,ENSMUSG00000021072.13
Q8VBT2,ENSMUSG00000029597.15
Q8VBT9,ENSMUSG00000025142.19
Q8VBV3,ENSMUSG00000039356.16
Q8VBV7,ENSMUSG00000034432.12
Q8VBW6,ENSMUSG00000031878.19
Q8VBW8,ENSMUSG00000039438.8
Q8VBX0,ENSMUSG00000033781.8
Q8VBX6,ENSMUSG00000028402.20
Q8VBZ3,ENSMUSG00000002981.11
Q8VC03,ENSMUSG00000071647.6
Q8VC12,ENSMUSG00000034456.16
Q8VC19,ENSMUSG00000032786.17
Q8VC26,ENSMUSG00000038217.14
Q8VC28,ENSMUSG00000021213.13
Q8VC30,ENSMUSG00000034371.10
Q8VC31,ENSMUSG00000041375.20
Q8VC42,ENSMUSG00000024410.16
Q8VC48,ENSMUSG00000018733.11
Q8VC52,ENSMUSG00000032387.16
Q8VC60,ENSMUSG00000026200.14
Q8VC74,ENSMUSG00000035505.15
Q8VC88,ENSMUSG00000026893.5
Q8VC97,ENSMUSG00000033427.15
Q8VCA8,ENSMUSG00000020877.12
Q8VCB1,ENSMUSG00000028614.15
Q8VCB2,ENSMUSG00000002968.10
Q8VCB3,ENSMUSG00000030244.8
Q8VCC1,ENSMUSG00000031613.10
Q8VCC2,ENSMUSG00000057074.7
Q8VCE1,ENSMUSG00000039763.11
Q8VCE2,ENSMUSG00000064037.14
Q8VCF0,ENSMUSG00000037523.14
Q8VCF1,ENSMUSG00000025575.15
Q8VCG3,ENSMUSG00000042729.12
Q8VCG4,ENSMUSG00000015083.12
Q8VCH0,ENSMUSG00000010651.5
Q8VCH6,ENSMUSG00000034926.4
Q8VCH7,ENSMUSG00000025921.8
Q8VCI5,ENSMUSG00000003464.14
Q8VCL2,ENSMUSG00000091780.4
Q8VCM3,ENSMUSG00000021286.9
Q8VCM4,ENSMUSG00000037216.6
Q8VCM5,ENSMUSG00000041241.13
Q8VCM7,ENSMUSG00000033860.14
Q8VCM8,ENSMUSG00000020238.15
Q8VCN5,ENSMUSG00000028179.13
Q8VCR2,ENSMUSG00000034528.16
Q8VCR3,ENSMUSG00000004945.16
Q8VCS0,ENSMUSG00000079563.11
Q8VCS3,ENSMUSG00000033557.18
Q8VCT3,ENSMUSG00000041926.16
Q8VCT4,ENSMUSG00000056973.7
Q8VCT9,ENSMUSG00000033985.18
Q8VCU1,ENSMUSG00000062181.15
Q8VCV1,ENSMUSG00000038459.11
Q8VCV9,ENSMUSG00000038522.8
Q8VCW4,ENSMUSG00000036908.18
Q8VCW8,ENSMUSG00000076435.4
Q8VCX1,ENSMUSG00000038641.13
Q8VCX5,ENSMUSG00000020111.17
Q8VCY6,ENSMUSG00000035575.12
Q8VCZ9,ENSMUSG00000036892.13
Q8VD00,ENSMUSG00000037278.10
Q8VD04,ENSMUSG00000031153.17
Q8VD31,ENSMUSG00000038213.8
Q8VD57,ENSMUSG00000040848.12
Q8VD62,ENSMUSG00000047423.11
Q8VD65,ENSMUSG00000032571.15
Q8VD66,ENSMUSG00000040997.15
Q8VD76,ENSMUSG00000029387.11
Q8VDB2,ENSMUSG00000035845.18
Q8VDC0,ENSMUSG00000035202.9
Q8VDC1,ENSMUSG00000025241.17
Q8VDD5,ENSMUSG00000022443.18
Q8VDD8,ENSMUSG00000024101.16
Q8VDG5,ENSMUSG00000028636.15
Q8VDG7,ENSMUSG00000037366.15
Q8VDH1,ENSMUSG00000032898.10
Q8VDI7,ENSMUSG00000036352.17
Q8VDI9,ENSMUSG00000032059.14
Q8VDJ3,ENSMUSG00000034088.16
Q8VDK1,ENSMUSG00000013997.11
Q8VDM1,ENSMUSG00000027582.17
Q8VDM4,ENSMUSG00000006998.17
Q8VDM6,ENSMUSG00000040725.14
Q8VDN2,ENSMUSG00000033161.11
Q8VDP2,ENSMUSG00000006423.16
Q8VDP4,ENSMUSG00000033712.7
Q8VDP6,ENSMUSG00000030682.5
Q8VDQ1,ENSMUSG00000072946.13
Q8VDQ8,ENSMUSG00000015149.15
Q8VDS8,ENSMUSG00000029125.15
Q8VDT9,ENSMUSG00000044018.4
Q8VDW0,ENSMUSG00000005481.19
Q8VDY9,ENSMUSG00000028578.9
Q8VDZ4,ENSMUSG00000034075.11
Q8VE04,ENSMUSG00000073910.11
Q8VE10,ENSMUSG00000024764.11
Q8VE11,ENSMUSG00000021987.10
Q8VE18,ENSMUSG00000020495.14
Q8VE19,ENSMUSG00000042447.14
Q8VE22,ENSMUSG00000023723.18
Q8VE37,ENSMUSG00000028896.14
Q8VE38,ENSMUSG00000021906.15
Q8VE47,ENSMUSG00000032557.14
Q8VE62,ENSMUSG00000025451.16
Q8VE70,ENSMUSG00000027835.12
Q8VE80,ENSMUSG00000025872.6
Q8VE88,ENSMUSG00000020523.15
Q8VE95,ENSMUSG00000116138.2
Q8VE96,ENSMUSG00000029175.18
Q8VE99,ENSMUSG00000042111.10
Q8VEA4,ENSMUSG00000034203.9
Q8VEB4,ENSMUSG00000031903.8
Q8VED2,ENSMUSG00000060708.5
Q8VED9,ENSMUSG00000042363.15
Q8VEE0,ENSMUSG00000026005.16
Q8VEE4,ENSMUSG00000000751.14
Q8VEG4,ENSMUSG00000032705.10
Q8VEG6,ENSMUSG00000034724.19
Q8VEH3,ENSMUSG00000026426.11
Q8VEH5,ENSMUSG00000046785.9
Q8VEH6,ENSMUSG00000024878.10
Q8VEH8,ENSMUSG00000020311.18
Q8VEJ9,ENSMUSG00000031913.10
Q8VEK0,ENSMUSG00000032328.13
Q8VEK3,ENSMUSG00000039630.11
Q8VEL2,ENSMUSG00000030269.15
Q8VEM8,ENSMUSG00000061904.13
Q8VH51,ENSMUSG00000027620.17
Q8VHE0,ENSMUSG00000019802.14
Q8VHF2,ENSMUSG00000025497.16
Q8VHG0,ENSMUSG00000026692.13
